"Variable_Name","Code_Display","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Dataset","Subset","Group","SubGroup","Set_group_order","Version_or_questions","DSSAT_synon","DSSAT_group","DSSAT_order","MinVal","MaxVal","var_uid"
"soil_analysis_level","SA","SA",18,,"Soil analysis, treatment level identifier","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"SA","TREATMENT",2113,,,117
"initial_conditions_level","IC","IC",19,,"Initial conditions level","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"IC","TREATMENT",2114,,,118
"planting_level","PL","PL",20,,"Planting, level in treatment structure","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"MP","TREATMENT",2115,,,119
"irrigation_level","IR","IR",21,,"Irrigation level in treatment structure","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"MI","TREATMENT",2116,,,120
"fertilizer_level","FE","FE",22,,"Fertilizer level in treatment structure","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"MF","TREATMENT",2117,,,121
"org_materials_applic_lev","OM","OM",23,,"Organic materials application level","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"MR","TREATMENT",2118,,,122
"chemical_applic_level","CH","CH",24,,"Chemicals application level","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"MC","TREATMENT",2119,,,123
"tillage_level","TI","TI",25,,"Tillage operation level","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"MT","TREATMENT",2120,,,124
"environmental_modif_lev","EM","EM",26,,"Environmental modifications level","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"ME","TREATMENT",2119,,,125
"harvest_operations_level","HA","HA",27,,"Harvest operations level","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"MH","TREATMENT",2121,,,126
"simulation_control_level","SM","SM",28,,"Simulation control level","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,"SM","TREATMENT",2123,,,127
"mulch_level","ML","ML",29,,"Mulch treatment level","number","single","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,"Vers 1.1","ML","TREATMENT",2122,,,128
"treatment_comments","TR_NOTES","TR_NOTES",99,,"Treatment, extended comments on treatments","text","memo","EXPERIMENT","MANAGEMENT","TREATMENTS",,2011,,,"TREATMENT",2199,,,129
"genotype_level","GE","GE",1,1,"Genotype level, as listed in Treatments table under GE","number","single","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,,"CU","CULTIVARS",2201,,,130
"crop_id","CRID","CRID",3,,"Crop (or weed) species identifier","code","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,,"CR","CULTIVARS",2202,,,131
"relative_maturity","RM","RM",5,,"Relative maturity","days","single","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,,,,,,,132
"genotype_name","GENO_NAME","GENO_NAME",6,,"Preferred genotype identifier, potentially a cultivar, breeding line, hybrid, clone, population, or other.","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,,"CNAME","CULTIVARS",2204,,,133
"genotype_notes","GENO_NOTES","GENO_NOTES",19,,"Genotype notes","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,,,,,,,134
"crop_intended_use","CROP_USE","CROP_USE",,,"Intended use of crop","code","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"2023-03-06, CHP",,,,,,135
"genotype_name_orig","GENO_ORIG","GENO_ORIG",7,,"Genotype name as given in original (source) data","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,136
"genotype_synonym","GENO_SYN","GENO_SYN",8,,"Another valid name (synonym) for the genotype","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,137
"genotype_class","GENO_CL","GENO_CL",9,,"Description according to commonly used categories or scales (e.g., “hard red spring wheat”)","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,138
"genotype_seed_weight","GENO_SEED_WT","GENO_SEED_WT",10,,"Characteristic weight of a single representative seed or planting unit","mg","single","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,139
"genotype_release_year","GENO_YEAR","GENO_YEAR",11,,"Year the genotype was formally released","number","integer","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,140
"breeding_program","BREED_PRG","BREED_PRG",12,,"The program/company that developed the genotype","number","single","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,141
"accession_id","ACCES_ID","ACCES_ID",13,,"USDA Plant accession number of similar collection identifier","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,142
"accession_location","ACCES_LOC","ACCES_LOC",14,,"Name of institution or collection that provided accession id (e.g. USDA)","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,143
"pedigree","PEDIGREE","PEDIGREE",15,,"Immediate parents in Purdey notation or similar notation","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,"JWW",,,,,,144
"genotype_reference","GENO_REF","GENO_REF",16,,"URL, DOI or other link to description of the genotype","text","text","EXPERIMENT","MANAGEMENT","GENOTYPES",,2021,,,,,,,145
"field_level","FL","FL",1,,"Field level identifier","number","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FL","FIELDS",2301,,,146
"field_id","FIELD_ID","FIELD_ID",2,,"Field, identifier usually consisting of institution+site+4 digit number","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"ID_FIELD","FIELDS",2302,,,147
"field_name","FL_NAME","FL_NAME",3,,"Field name","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLNAME, FNAM","FIELDS",2314,,,148
"field_country","FL_LOC_1","FL_LOC_1",5,,"Name of country where field is located","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,".",,,,,149
"field_sub_country","FL_LOC_2","FL_LOC_2",6,,"First political subdivision for field location (e.g., state, province, department)","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,".",,,,,150
"field_sub_sub_country","FL_LOC_3","FL_LOC_3",7,,"Second political subdivision for field location (e.g, county)","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,".",,,,,151
"field_latitude","FL_LAT","FL_LAT",11,,"Field latitude","decimal_degrees","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"YCRD","FIELDS",2322,-80,80,152
"field_longitude","FL_LONG","FL_LONG",12,,"Field longitude, E positive, W negative","decimal_degrees","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"XCRD","FIELDS",2321,-180,180,153
"field_loc_anon","FL_ANON","FL_ANON",,,"Anonymize location of field (Y or N)","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,,,,,,154
"field_location_source","LOC_SOURCE","LOC_SOURCE",12,,"Source of field location data, indication of accuracy of FL_LAT and FL_LONG","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,"2013-09-13, CHP",".",,,,,155
"field_geocoord_original","FL_GEOCOORD_ORIG","FL_GEOCOORD_ORIG",12,,"Original geocoordinates as given in source as text","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,"2017-03-17, JWW",,,,,,156
"field_elevation","FLELE","FLELE",13,,"Elevation of field site","m","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"ELEV","FIELDS",2323,-400,5000,157
"field_landscape_position","FL_LAND","FL_LAND",14,,"Landscape class of location (e.g., coastal)","code","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,"2013-02-07, JWW",".",,,,,158
"field_slope","FLSL","FLSL",15,,"Field slope (from horizontal)","percent","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLSA","FIELDS",2304,0,90,159
"field_slope_length","FLSLL","FLSLL",16,,"Field slope length","m","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"SLEN","FIELDS",2315,0,,160
"field_slope_aspect","FLSLA","FLSLA",17,,"Field slope aspect, W, nW, etc.","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"SLSA","FIELDS",2317,0,,161
"field_surface_stones","FLSST","FLSST",18,,"Surface stones (Abundance, % + Size, S,M,L)","%+code","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLST","FIELDS",2310,,,162
"field_area","FAREA","FAREA",19,,"Field area","m2","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"AREA","FIELDS",2324,0,,163
"obstruction_to_sun","FLOB","FLOB",20,,"Obstruction to sun","arc_degrees","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLOB","FIELDS",2305,0,90,164
"field_length_width_ratio","FLLWR","FLLWR",21,,"Field length to width ratio","number","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLWR","FIELDS",2316,,,165
"field_plow_layer_depth","FL_PLOWD","FL_PLOWD",22,,"Field plow layer depth","cm","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,".",,,0,,166
"field_plow_layer_compac","FL_PLOWDC","FL_PLOWDC",23,,"Field plow layer compaction (0 to 1 scale)","number","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,".",,,,,167
"field_history_duration","FL_DUR","FL_DUR",27,,"Field history duration under cultivation","year","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLDUR","FIELDS",2319,,,168
"field_history","FL_HIST","FL_HIST",28,,"History based on intensity, crops, or prior vegetation","code","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLHST","FIELDS",2318,,,169
"drainage_type","FL_DRNTYPE","FL_DRNTYPE",23,,"Drainage, type in field","code","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLDT","FIELDS",2307,,,170
"depth_to_drain","FLDRD","FLDRD",24,,"Drain, depth in field","cm","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLDD","FIELDS",2308,0,,171
"drain_spacing","FLDRS","FLDRS",25,,"Drain spacing","m","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"FLDS","FIELDS",2309,0,,172
"drain_radius","FLDRAD","FLDRAD",26,,"Drain radius","cm","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,,,,,,173
"weather_station_id","WTH_SUBSET","WTH_SUBSET",31,,"Subset name for a single weather station","code","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"WSTA","FIELDS",2303,,,174
"weather_file","WTH_DATASET","WTH_DATASET",32,,"Weather dataset containing relevant data","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,,,,,,175
"wsta_distance","WST_DIST","WST_DIST",33,,"Distance from weather station to field (m)","m","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,,,,,,176
"soil_profile_id","SOIL_ID","SOIL_ID",40,,"Soil identifier linking from SOIL_PROFILES for a single profile","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"ID_SOIL","FIELDS",2313,,,177
"soil_subset","SOIL_SUBSET","SOIL_SUBSET",41,,"Identifier for multiple soil profiles characterized as a subset","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,,,,,,178
"water_table_depth","DTWT","DTWT",45,,"Water table depth","cm","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,".",,,0,,179
"field_notes","FL_NOTES","FL_NOTES",51,,"Field, short notes","text","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,,,,,,180
"field_soil_texture","FL_SLTX","FL_SLTX",46,,"Field observed soil texture","code","text","EXPERIMENT","MANAGEMENT","FIELDS",,2031,"2013-06-06, CHP","SLTX","FIELDS",2311,,,181
"field_soil_depth","FL_SLDP","FL_SLDP",,,"Soil depth","cm","single","EXPERIMENT","MANAGEMENT","FIELDS",,2031,,"SLDP","FIELDS",2312,,,182
"soil_analysis_date","SADAT","SADAT",-99,,"Soil analysis date","date","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,"SADAT","SOIL ANALYSIS",2402,1,99365,183
"soil_analysis_level","SA","SA",1,,"Soil analysis, treatment level identifier","number","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,"SA","SOIL ANALYSIS",2401,,,184
"soil_analysis_name","SA_NAME","SA_NAME",2,,"Soil analysis name","text","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,"SANAME","SOIL ANALYSIS",2406,,,185
"soil_family_NRCS_system","NRCSFAM","NRCSFAM",3,,"Soil family, NRCS system","text","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,".",,,,,186
"soil_analysis_year","SAYR","SAYR",4,,"Soil analysis year","year","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,".",,,,,187
"soil_analysis_day","SADAY","SADAY",5,,"Soil analysis day of year or days after planting","day","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,".",,,0,366,188
"soil_analys_meth_pH_buff","SAMHB","SAMHB",6,,"Soil anlysis method for pH in buffer solution","code","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,"SMHB","SOIL ANALYSIS",2403,,,189
"soil_anal_meth_P_extract","SAMPX","SAMPX",7,,"Soil analysis method for P extraction","code","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,"SMPX","SOIL ANALYSIS",2404,,,190
"soil_anal_meth_exch_K","SAMKE","SAMKE",8,,"Soil analysis method for exchangeable K","code","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,"SMKE","SOIL ANALYSIS",2405,,,191
"soil_anal_meth_exch_Ca","SAMCAE","SAMCAE",9,,"Soil analysis method for Calcium, exchangeable","code","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,,,,,,192
"soil_anal_meth_exch_Mg","SAMMGE","SAMMGE",10,,"Soil analysis method for Magnesium, exchangeable","code","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,,,,,,193
"soil_anal_meth_extract_S","SAMSE","SAMSE",11,,"Soil analysis method for Sulfur, extractable","code","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,,,,,,194
"soil_anal_meth_extract_Zn","SAMZE","SAMZE",12,,"Soil analysis method for Zinc, extractable","code","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,,,,,,195
"soil_anal_meth_extract_B","SAMBE","SAMBE",13,,"Soil analysis method for Boron, extractable","code","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,,,,,,196
"drainage_rate_per_day","SADR","SADR",14,,"Drainage rate as fraction per day","1/d","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,".",,,,,197
"runoff_curve_no_SCS","SARO","SARO",15,,"Runoff curve no. (Soil Conservation Service)","number","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,".",,,,,198
"soil_analysis_notes","SA_NOTES","SA_NOTES",,,"Additional information on soil analyses","text","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES",,2041,,,,,,,199
"soil_analysis_level","SA","SA",1,,"Soil analysis, treatment level identifier linkage ","number","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SA","SOIL ANALYSIS",2451,,,200
"soil_analysis_layer_top_depth","SATL","SATL",2,,"Soil layer depth to upper boundary of sample (top)","cm","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,"chp 2018-19-25",,,,0,100,201
"soil_analysis_layer_base_depth","SABL","SABL",3,1,"Soil layer depth to lower boundary of sample (bottom)","cm","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,"chp 2018-19-25","SABL","SOIL ANALYSIS",2452,1,500,202
"soil_bulk_dens_moist","SABDM","SABDM",4,,"Soil bulk density, moist, determined on field sample","g/cm3","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SADM","SOIL ANALYSIS",2453,0,,203
"organic_carbon_conc","SAOC","SAOC",5,,"Organic carbon expressed as g[C]/100 g[soil]","%","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SAOC","SOIL ANALYSIS",2454,0,,204
"soil_stable_C","SASC","SASC",12,,"Stable organic carbon by layer expressed as g[C]/100g[soil]","%","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SASC","SOIL ANALYSIS",2460,,,205
"soil_N_conc_total","SANI","SANI",6,,"Nitrogen, total soil, total","%","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SANI","SOIL ANALYSIS",2455,0,,206
"pH_in_water","SAPHW","SAPHW",7,,"pH of soil in water, from in-field sample","number","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SAPHW","SOIL ANALYSIS",2456,,,207
"pH_in_buffer","SAPHB","SAPHB",8,,"pH of soil measured in buffer solution, from in-field sample","number","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SAPHB","SOIL ANALYSIS",2457,,,208
"phosphorus_extractable","SAPX","SAPX",9,,"Phosphorus, extractable","mg/kg","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SAPX","SOIL ANALYSIS",2458,0,,209
"potassium_exchangeable","SAKE","SAKE",10,,"Potassium, exchangeable","cmol/kg","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,"SAKE","SOIL ANALYSIS",2459,0,,210
"Calcium_exchangeable","SACAE","SACAE",11,,"Calcium, exchangeable","cmol/kg","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,,,,,,211
"Magnesium_exchangeable","SAMGE","SAMGE",12,,"Magnesium, exchangeable","cmol/kg","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,,,,,,212
"Sulfur_extractable","SASE","SASE",13,,"Sulfur, extractable","mg/kg","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,,,,,,213
"Zinc_extractable","SAZE","SAZE",14,,"Zinc, extractable","mg/kg","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,,,,,,214
"Boron_extractable","SABE","SABE",15,,"Boron, extractable","mg/kg","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,,,,,,215
"soil_compac_fact_by_lyr","SACMF","SACMF",16,,"Soil compaction factor by layer (0 to 1 scale)","number","single","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,".",,,,,216
"soil_analysis_comment","SA_COMMENT","SA_COMMENT",99,,"Brief information on a data in a single soil layer","text","text","EXPERIMENT","MANAGEMENT","SOIL_ANALYSES","SOIL_ANALYSES_LAYERS",2042,,,,,,,217
"initial_conditions_level","IC","IC",1,1,"Initial conditions level, link to TREATMENTS table","number","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"IC","INITIAL CONDITIONS",2501,,,218
"initial_conditions_date","ICDAT","ICDAT",2,,"Initial conditions measurement date","date","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"ICDAT","INITIAL CONDITIONS",2503,1,99365,219
"init_residu_measure_date","ICRDAT","ICRDAT",3,,"Initial residues measurement date","date","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,,,220
"initial_conditions_name","IC_NAME","IC_NAME",4,,"Initial conditions name","text","text","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"ICNAME","INITIAL CONDITIONS",2514,,,221
"init_residue_measure_yr","ICRYR","ICRYR",5,,"Initial residues measurement year","year","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,,,222
"day_year_residue_measure","ICRDY","ICRDY",6,,"Day of year, residue measurement","doy","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,1,366,223
"residue_nature_prev_crop","ICPCR","ICPCR",7,,"Residue, crop code for previous crop","code","text","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"PCR","INITIAL CONDITIONS",2502,,,224
"residue_incorpor_depth","ICRDP","ICRDP",8,,"Residue incorporation depth","cm","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,"DSSAT specific, doesn't make sense","ICRID, RDEP","INITIAL CONDITIONS",2513,0,,225
"residue_incorporated","ICRIP","ICRIP",9,,"Residue incorporation percentage","%","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,"DSSAT specific, doesn't make sense","ICRIP, RINP","INITIAL CONDITIONS",2512,0,100,226
"residue_moisture_init","ICRM","ICRM",10,,"Moisture in initial above-ground residue ","%","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,0,,227
"residue_above_ground_wt","ICRAG","ICRAG",11,,"Residue above-ground weight, dry weight basis","kg/ha","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"ICRES, RAMT TFOM","INITIAL CONDITIONS",2509,0,,228
"residue_N_conc","ICRN","ICRN",12,,"Residue, above-ground, nitrogen concentration","%","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"ICREN, RESN","INITIAL CONDITIONS",2510,0,,229
"residue_P_conc","ICRP","ICRP",13,,"Residue, above-ground, phosphorus concentration","%","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"ICREP, RESP","INITIAL CONDITIONS",2511,0,,230
"residue_K_conc","ICRK","ICRK",14,,"Residue, above-ground, potassium concentration","%","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,,,,0,,231
"residue_lignin_conc","ICRLI","ICRLI",15,,"Residue, above-ground, lignin concentration","%","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,0,,232
"root_wt_previous_crop","ICRT","ICRT",16,,"Root weight from previous crop","kg/ha","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"ICRT","INITIAL CONDITIONS",2504,0,,233
"nodule_wt_previous_crop","ICND","ICND",17,,"Nodule weight from previous crop","kg/ha","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"ICND","INITIAL CONDITIONS",2505,0,,234
"initial_prof_measure_yr","ICYR","ICYR",18,,"Inital profile measurements year","year","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,,,235
"profile_measurement_day","ICDAY","ICDAY",19,,"Day of year, inital profile measurement","doy","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,1,366,236
"initial_profile_wtr_cont_%","ICSW%","ICSWPC",20,,"Initial water content of entire profile, expressed as percent of available water","%","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,0,,237
"initial_profile_wtr_cont","ICSW","ICSW",21,,"Initial water content of entire profile","mm","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,0,,238
"initial_water_tabl_depth","ICWT","ICWT",22,,"Initial water table depth","cm","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,"ICWD","INITIAL CONDITIONS",2508,0,,239
"initial_prof_inorg_N","ICIN","ICIN",23,,"Initial profile inorganic nitrogen amount","kg[N]/ha","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,,".",,,0,,240
"initial_prof_NH4","ICPNH4","ICPNH4",24,,"Initial profile soil ammonium","kg[N]/ha","single","EXPERIMENT","MANAGEMENT","INITIAL_CONDITIONS",,2051,"CHP 2/8/2013",".",,,0,,241
